make;model;body;transmission;color;condition;price
5;15;2;1;1;1;7200
27;135;2;1;5;3;17000
5;152;2;1;2;1;5500
27;141;11;1;1;3;17200
27;135;2;1;13;4;17400
5;27;2;1;3;5;16200
29;151;11;1;13;3;19400
27;141;11;1;1;4;19600
27;141;11;1;13;4;15500
5;27;2;1;2;2;13100
29;151;11;1;2;4;17500
29;151;11;1;3;2;12100
27;141;11;1;13;3;15800
5;7;2;1;2;1;11300
29;151;11;1;3;3;19600
29;151;11;1;13;3;19000
5;137;1;1;3;5;24000
5;150;13;1;1;1;14500
29;151;11;1;5;3;17500
29;151;11;1;3;3;19600
27;141;11;1;1;3;16200
27;184;4;1;3;3;19500
29;200;2;1;3;2;5250
27;141;11;1;1;3;16900
27;141;11;1;13;4;16300
29;151;11;1;4;4;16700
27;141;11;1;13;3;15900
5;137;1;1;11;4;16750
27;141;11;1;1;3;15000
29;151;11;1;1;2;14000
29;151;11;1;13;3;20000
5;130;1;1;1;4;16500
5;165;2;1;5;2;3200
27;141;11;1;3;4;16600
13;42;9;1;2;4;19750
15;68;4;1;3;4;23000
13;42;9;1;8;5;13500
17;70;2;1;12;4;11400
13;42;9;1;1;4;20500
21;170;2;1;3;4;33500
13;41;8;1;4;4;24000
13;42;9;1;2;4;20750
21;170;2;1;8;4;24500
13;42;9;1;3;4;20500
13;41;8;1;3;4;23000
17;70;6;1;3;4;13750
13;41;8;1;1;4;21500
21;166;3;1;2;4;33500
21;170;2;1;1;4;27500
13;42;9;1;1;4;20000
21;170;2;1;8;4;27500
13;42;9;1;2;4;18500
13;42;9;1;3;4;22250
13;42;9;1;3;4;19500
13;42;9;1;2;4;20250
21;170;2;1;2;4;31500
13;163;23;1;13;4;25250
13;42;9;1;2;4;20500
15;188;13;1;1;4;28500
21;166;3;1;3;3;33500
13;163;23;1;3;5;25250
13;42;9;1;8;4;18000
14;166;1;1;10;4;14750
13;42;9;1;3;5;20250
21;170;2;1;3;3;25500
13;42;9;1;6;4;19500
17;70;2;2;2;2;9250
13;41;8;1;8;4;20000
13;42;9;1;3;4;19000
13;41;8;1;1;5;19000
21;170;2;1;1;4;18000
13;41;8;1;2;4;25500
17;70;2;1;3;3;10750
21;166;2;1;2;3;33500
1;11;2;1;1;4;16500
17;70;6;1;2;3;10500
14;81;1;1;1;4;21250
19;170;1;1;3;3;34600
17;70;2;1;2;2;8750
13;41;8;1;2;3;19000
13;42;9;1;2;4;21000
13;42;9;1;2;5;20000
13;41;8;1;8;4;20500
13;163;23;1;1;5;27000
15;56;2;1;3;4;31500
13;41;8;1;2;4;21250
21;166;4;1;3;4;35000
13;41;8;1;1;4;24500
19;85;1;1;1;4;31000
15;68;2;1;2;3;19400
13;41;8;1;5;4;21000
17;70;2;1;1;4;12750
20;151;2;1;5;4;22200
13;42;9;1;3;4;18000
13;42;9;1;3;3;18400
17;60;2;1;1;3;11250
18;69;6;2;4;4;11000
21;166;2;1;5;3;32250
13;41;8;1;2;4;22000
1;1;1;1;3;4;10200
1;72;24;1;3;2;5600
20;151;2;1;13;3;15000
15;83;1;1;3;5;26750
15;59;2;1;3;2;19750
15;68;2;1;2;4;25250
20;151;2;1;12;2;16500
13;41;8;2;13;3;27750
21;170;2;1;2;4;27000
13;42;9;1;1;3;14500
13;42;9;1;1;4;22750
13;163;23;1;3;4;24750
13;42;9;1;1;5;22500
17;60;2;1;5;2;9250
13;42;9;1;3;3;17250
18;69;6;2;1;4;10200
14;73;1;1;5;2;7750
13;42;9;1;1;5;20000
13;42;9;1;8;4;20000
13;42;9;1;5;4;22750
10;28;1;1;3;4;26000
13;42;9;1;3;3;19500
13;42;9;1;2;4;20000
17;70;2;1;2;2;7000
18;69;6;1;3;4;10000
21;166;2;1;10;4;29000
13;41;8;1;3;4;21500
13;42;9;1;13;3;16750
13;41;8;1;8;4;21500
21;170;2;1;3;2;19750
13;42;9;1;2;4;14300
21;170;2;1;3;4;26000
13;41;8;1;2;4;20500
15;59;2;1;1;4;20500
17;70;2;2;2;2;8250
13;42;9;1;8;2;16000
13;42;9;1;3;4;20250
17;70;2;1;2;4;12750
13;42;9;1;2;3;21500
17;70;6;1;2;3;11500
13;42;9;1;8;4;22000
13;41;8;1;1;4;22750
13;42;9;1;1;4;18750
15;59;2;1;3;2;16250
13;41;8;1;1;4;22500
1;72;2;1;5;4;10600
15;68;4;1;5;4;26500
13;163;23;1;1;4;25250
13;42;9;1;1;4;19000
13;42;9;1;3;4;16250
13;42;9;1;2;4;20750
10;167;2;1;5;3;16000
14;55;1;1;3;4;30750
20;151;2;1;4;3;16500
19;85;1;1;8;4;35250
15;68;5;1;3;3;25000
17;70;6;1;5;3;13000
13;163;23;1;2;4;24750
13;42;9;1;8;4;21500
10;151;1;1;11;4;27250
17;60;2;1;2;3;10750
13;42;9;1;2;4;19000
15;83;1;1;1;4;24750
13;42;9;1;1;4;18750
13;42;9;1;1;2;19000
20;151;5;1;1;4;24800
13;42;9;1;1;5;21000
1;1;1;1;10;4;9500
13;41;8;1;2;4;22500
15;83;1;1;2;4;21000
17;70;2;1;2;4;12500
10;78;2;1;5;4;34500
13;165;1;1;3;3;29500
15;59;2;1;13;3;17000
13;42;9;1;3;4;18750
13;41;8;1;3;3;18000
21;170;2;1;5;4;25500
13;41;8;1;2;3;22000
13;41;8;1;1;4;20250
1;11;2;1;4;4;16750
13;42;9;1;3;3;17500
17;151;1;1;3;4;15400
13;42;9;1;2;4;19000
13;41;8;1;1;4;20000
15;59;2;1;1;3;15500
13;42;9;1;2;5;20500
17;70;2;1;1;4;10750
1;11;2;1;3;3;9500
13;42;9;1;13;4;21000
1;11;2;1;4;5;14000
15;59;2;1;1;4;19750
15;68;2;1;3;4;26000
19;85;1;1;3;4;32000
13;42;9;1;3;4;20500
1;1;1;1;8;2;8000
15;59;2;1;3;4;22500
15;68;4;1;5;4;26000
14;73;1;1;1;3;10400
17;70;6;1;2;3;14250
13;42;9;1;3;5;21000
22;95;2;2;1;2;9250
23;108;6;1;5;4;13800
23;87;2;1;1;4;11600
24;96;2;1;5;4;13000
4;107;2;1;3;4;10500
4;104;2;1;1;4;17500
4;104;2;1;3;5;17300
5;183;2;1;4;4;5900
27;184;4;1;3;2;10500
23;178;1;1;8;3;12000
4;5;2;1;1;4;9500
23;87;2;1;1;1;3600
4;92;6;1;1;4;10500
23;89;11;1;5;4;19750
5;185;1;1;1;2;16250
4;107;2;1;2;2;7100
23;87;2;1;2;2;9250
22;95;2;1;13;1;7100
22;95;2;1;5;2;9000
22;95;2;1;13;1;7400
4;115;1;1;4;4;22250
4;5;2;1;3;3;12500
4;5;2;1;3;4;11800
4;104;2;1;3;4;17750
22;95;2;1;2;1;6800
5;137;1;1;2;4;10700
24;96;2;1;8;4;10700
4;104;2;1;3;4;18750
23;93;2;1;3;5;15600
4;102;1;1;1;4;18000
4;121;1;1;8;3;19000
5;137;1;1;7;4;12500
24;186;5;1;1;3;13500
5;15;2;1;3;4;6100
23;93;2;1;2;2;10300
23;108;6;1;3;4;12400
4;104;2;1;3;4;17750
22;95;2;1;1;1;6100
2;2;2;1;2;4;15500
4;90;6;2;2;4;13500
27;186;5;1;11;2;5500
23;93;2;1;2;2;9250
4;104;2;1;1;4;17000
23;108;6;1;8;4;13600
5;130;1;1;8;2;9000
5;9;4;1;5;4;13500
4;107;2;1;2;3;6200
4;5;2;1;5;3;8500
5;9;4;2;9;4;20900
5;9;4;1;2;4;16200
22;186;11;1;13;1;6700
27;126;2;1;5;3;5200
2;123;2;1;7;4;28500
23;87;2;1;4;3;7800
23;178;1;1;3;5;16100
4;92;6;1;3;5;11000
6;8;2;1;8;3;22500
23;93;2;1;1;2;9500
4;5;2;1;13;4;9600
2;2;2;1;1;2;13100
5;15;2;1;8;2;4800
5;15;2;1;1;4;8600
22;95;2;1;3;2;7100
4;107;2;1;3;4;10800
29;187;2;1;1;2;5600
4;104;2;1;1;5;17500
4;115;1;1;13;4;27000
5;21;1;1;5;2;22000
23;87;2;1;2;2;8800
23;116;5;1;1;3;15000
12;182;2;1;2;2;8400
5;15;2;1;2;3;6200
27;135;2;1;3;2;8800
23;93;2;1;1;3;11000
27;135;2;1;3;4;12100
15;188;13;1;5;3;21000
24;186;5;1;2;3;17250
4;5;2;1;1;3;11800
4;107;2;1;1;4;10750
2;2;2;1;3;3;11250
5;38;7;1;1;4;20600
5;149;21;1;1;3;10400
4;102;1;1;3;3;13750
23;93;2;1;2;4;8900
23;94;14;1;1;3;23500
23;178;1;1;11;4;16500
23;120;1;1;2;3;17500
4;104;2;1;8;4;16000
4;111;5;1;5;2;6600
24;186;5;1;8;3;16900
4;104;2;1;3;4;19000
22;95;2;1;1;4;8600
4;5;2;1;4;3;10000
29;187;2;1;1;2;5400
4;107;2;1;8;3;10250
5;189;4;1;3;5;30500
27;135;2;1;3;3;11300
6;8;2;1;3;2;15000
8;39;1;1;2;5;20250
22;177;6;1;2;2;15500
23;112;1;1;3;4;23250
23;87;2;1;2;3;7500
4;5;2;1;1;4;12250
24;96;2;2;2;1;9250
5;38;7;1;8;4;18000
5;15;2;1;1;4;7900
4;102;1;1;1;4;15300
4;92;6;1;3;3;8500
4;121;1;1;2;4;19500
4;5;2;1;7;4;12000
23;87;2;1;5;2;11100
4;107;2;1;13;5;10250
18;69;6;1;2;3;7800
4;102;1;1;3;3;16250
4;107;2;1;3;2;8300
4;121;1;1;1;4;17500
5;27;2;1;3;4;8100
4;102;1;1;2;4;18750
2;123;2;1;1;2;30750
4;92;6;1;5;3;10500
23;93;2;1;5;3;11000
2;16;2;1;2;4;18500
4;5;2;1;12;4;8400
4;92;6;1;3;4;11000
4;107;2;1;5;2;7800
5;15;2;1;2;4;4500
4;5;2;1;8;3;10500
4;92;6;1;13;4;12000
4;107;2;1;8;4;9300
5;130;1;1;7;3;12900
23;93;2;1;1;3;10750
23;93;2;1;11;3;9250
2;2;4;1;1;2;14400
4;92;6;1;3;3;10500
8;182;2;1;3;4;14900
3;189;5;1;2;4;8800
5;9;4;1;5;3;13500
2;124;3;1;1;4;19000
22;95;2;1;2;1;6800
5;9;4;1;3;3;14200
23;108;6;1;4;3;15500
4;104;2;1;3;4;18000
4;121;1;1;2;4;15400
4;92;6;1;3;4;9500
22;95;2;1;1;3;7700
23;94;14;1;1;4;23000
4;104;2;1;2;3;18250
4;102;1;1;5;3;16500
23;99;2;1;13;3;12500
9;125;1;1;5;3;14600
4;29;2;1;3;3;7000
22;95;2;1;13;1;6200
7;129;2;1;4;3;6100
31;155;2;1;2;2;5600
7;143;25;1;1;2;4100
7;143;22;1;1;3;8750
27;141;11;1;5;2;4700
14;190;1;1;3;3;10500
15;59;2;1;3;4;16750
4;107;2;1;5;3;9100
31;158;11;1;5;3;13500
31;153;2;1;5;4;8800
14;173;1;1;3;3;5800
11;30;2;1;3;4;7700
23;178;1;1;2;4;13900
18;69;3;1;4;4;12250
4;5;2;1;5;3;8800
13;163;3;1;3;5;24750
22;177;2;2;13;1;4700
4;109;7;1;5;3;8500
7;148;1;1;3;4;18600
7;129;2;2;1;4;5400
17;70;2;1;1;2;7000
7;127;1;1;3;2;6700
9;37;1;1;1;4;18250
20;151;5;1;12;3;12400
23;113;1;1;3;3;24500
14;55;1;1;5;3;19200
4;5;2;1;3;2;9600
31;158;11;1;3;2;13250
31;153;2;1;2;2;10300
9;165;2;1;8;4;18200
22;177;6;2;3;4;9200
23;93;2;1;1;3;9000
15;83;1;1;3;3;26250
23;87;2;1;1;3;10300
31;153;2;1;5;2;10000
23;103;15;1;1;3;18000
14;55;1;1;4;3;17500
15;68;2;1;3;3;23250
20;82;1;1;1;4;17500
17;70;2;1;3;4;11000
7;143;22;1;5;1;8600
15;68;2;1;1;4;23500
31;155;2;1;1;2;8100
23;87;2;1;5;3;11100
9;37;1;1;5;3;13000
7;129;2;1;8;4;7700
7;143;22;1;1;5;34250
14;73;1;1;12;3;6600
4;121;1;1;12;4;12500
31;155;2;1;5;3;8400
23;120;1;1;1;2;11300
31;157;1;1;1;5;21000
13;163;3;1;12;4;21000
7;143;19;1;1;2;15000
1;72;2;1;1;4;9000
15;59;2;1;1;3;19000
14;55;1;2;5;2;9900
22;176;1;1;1;4;8600
4;111;5;2;8;3;5000
31;158;11;1;1;3;12500
17;70;2;1;2;4;8400
16;58;1;1;3;4;10100
22;95;2;2;1;1;4500
1;72;2;1;5;3;6400
25;174;5;1;5;2;7300
22;98;6;1;1;3;7100
7;12;2;1;2;3;10500
14;73;1;1;12;4;8900
7;129;2;1;10;2;6100
7;143;7;1;1;4;32000
7;127;1;1;3;4;8200
7;146;13;1;5;3;10500
3;177;1;1;1;4;16000
7;154;3;1;4;3;11400
23;87;2;1;11;4;10500
22;165;6;1;1;5;9400
31;153;2;1;3;4;12500
7;127;1;1;2;4;11000
7;143;19;1;8;2;11000
6;17;5;1;3;3;14250
7;154;3;1;1;2;8600
32;161;1;1;1;4;15100
4;63;3;2;4;4;17500
31;153;6;1;1;5;16750
7;143;19;1;3;5;34250
22;177;2;1;13;2;4600
4;107;2;1;4;2;5500
11;30;2;1;5;4;8500
31;153;2;1;8;3;11700
17;70;2;1;2;3;8250
23;120;1;1;3;4;13400
7;129;2;1;1;2;900
23;108;6;1;5;2;10400
31;155;2;1;5;4;9800
3;18;5;1;3;4;18000
31;150;1;1;2;4;16000
23;87;2;1;5;3;10400
31;158;11;1;2;3;13000
27;134;1;1;3;4;8800
15;56;2;1;3;3;31000
7;128;1;1;5;5;14300
31;155;2;1;5;3;8400
13;165;1;1;1;5;28250
17;70;2;1;3;2;7000
23;87;2;1;1;4;11000
31;155;2;1;2;4;9500
3;88;1;1;8;3;15500
27;134;1;1;5;3;6100
1;11;2;1;3;3;7250
15;83;1;1;10;4;21750
7;160;11;1;1;3;7000
24;96;6;1;12;3;10750
19;170;1;1;1;4;28500
15;79;1;1;5;3;16500
31;153;2;1;13;2;6900
15;83;1;1;3;4;26750
31;155;4;1;2;5;8900
23;93;2;1;3;3;9800
19;165;1;1;3;4;17500
23;93;2;1;1;2;8000
14;81;1;1;5;4;13200
27;134;1;1;3;3;8600
16;84;6;1;8;2;4000
11;49;6;2;1;2;3600
1;80;1;1;1;3;7100
13;165;1;1;1;4;25750
23;116;5;1;8;1;4500
19;165;1;1;1;3;15750
23;103;15;1;2;3;14600
7;129;2;1;1;3;5100
7;143;22;1;5;1;9350
31;155;2;1;8;3;8800
13;163;3;1;1;4;21000
4;104;2;1;3;2;10700
11;47;2;1;3;2;2700
34;175;6;1;4;2;3500
36;165;4;1;2;3;3600
22;177;6;1;3;4;11300
32;165;1;1;3;3;17000
23;178;1;1;1;2;7800
8;140;1;1;3;3;28000
7;143;19;1;1;5;17300
23;93;2;1;2;2;7000
4;29;6;1;8;2;4500
17;60;2;1;8;3;7400
5;185;1;1;3;4;14250
6;8;2;1;5;3;16000
15;83;1;1;3;4;24500
7;191;25;1;1;2;2000
5;131;7;1;1;4;20000
15;83;1;1;3;5;27750
27;134;1;1;3;3;5000
5;131;7;1;1;3;21000
23;87;2;1;5;3;8200
17;71;1;1;1;3;8000
27;134;1;1;2;2;4300
7;127;1;1;5;4;7000
7;129;2;1;5;4;7300
5;191;7;1;8;2;16500
2;2;2;1;2;3;11500
16;84;2;2;2;2;6000
31;153;2;1;2;3;7800
15;83;1;1;5;3;18500
21;170;2;1;10;4;13250
2;16;2;1;3;4;17800
2;40;1;1;3;3;18750
31;150;1;1;1;4;11700
2;2;2;1;1;4;14500
31;150;1;1;3;2;9000
18;69;6;1;2;2;4600
8;140;1;1;8;3;25000
16;84;2;1;5;4;7600
8;140;1;1;1;3;15000
31;153;2;1;2;3;11000
23;87;2;1;4;2;4400
15;66;3;1;3;4;14000
21;170;2;1;4;4;18600
5;15;2;1;5;2;5000
13;165;1;1;3;4;23200
15;56;2;1;1;3;30250
23;87;2;1;5;2;7250
6;8;2;1;5;1;7800
15;68;2;1;2;4;9250
16;84;2;2;3;3;10800
22;95;5;1;2;2;8500
15;68;2;1;8;3;12300
5;27;2;1;5;3;4500
15;83;1;1;3;2;19000
5;182;5;1;5;4;3600
5;15;2;1;5;4;6000
2;40;1;1;3;4;16750
5;21;1;1;3;3;12500
29;151;11;1;4;2;3400
23;93;2;1;5;3;6300
27;141;11;1;8;3;9400
1;192;2;1;11;4;3700
2;2;2;1;3;2;6750
1;192;5;1;5;4;6500
1;192;1;1;12;4;9800
4;104;2;1;1;3;13400
23;93;2;1;3;2;7000
29;187;2;1;1;2;4000
29;151;11;1;1;4;5700
23;87;2;1;1;4;9100
31;155;2;1;3;2;7100
5;183;2;1;4;3;3900
5;137;1;1;12;3;4700
7;12;2;1;3;2;3300
4;63;4;1;5;3;13100
7;143;19;1;3;2;15000
4;121;1;1;5;4;12800
32;192;1;1;2;3;10300
20;192;2;1;8;4;10800
5;182;5;1;2;3;5600
21;170;2;1;2;2;13000
20;192;2;1;5;3;15000
1;61;2;1;4;2;2700
15;192;3;1;3;4;15000
5;185;1;1;1;4;15500
22;95;2;1;3;3;11100
5;185;1;1;3;2;16000
31;156;6;1;4;3;8700
7;136;5;1;2;4;13250
24;96;6;2;8;4;15000
1;192;2;1;3;2;3500
15;59;2;1;2;4;17100
23;87;2;1;4;4;7600
23;178;1;1;2;3;9100
23;93;2;1;5;3;6250
16;84;2;1;1;2;8300
27;186;5;1;8;2;4800
2;40;1;1;1;3;16500
7;192;13;1;1;3;11750
7;192;13;1;1;2;10200
31;153;2;1;5;4;12300
11;49;2;1;8;3;5300
10;167;2;1;1;3;13000
2;40;1;1;3;3;18750
31;153;2;1;10;3;12000
2;123;2;1;1;4;27500
27;184;4;2;1;4;18500
24;96;6;2;8;3;12500
5;191;7;1;3;3;24500
31;158;11;1;8;2;12500
15;56;2;1;5;4;24000
2;2;2;1;1;3;11600
1;11;2;1;12;3;6000
31;155;2;1;5;3;1000
7;129;2;1;5;2;3300
23;87;2;1;5;2;6100
11;47;2;1;2;3;5900
4;121;1;1;2;3;8500
22;95;2;1;1;4;8900
8;165;2;1;1;2;9000
29;151;11;1;10;3;7000
31;156;6;1;3;4;5800
1;192;2;1;5;3;4200
23;87;2;1;3;3;5300
15;83;1;1;3;3;18300
22;95;2;1;3;2;5400
4;5;4;1;2;4;10300
18;69;6;1;1;4;8400
23;108;6;1;2;4;11000
18;69;6;1;5;4;8000
5;147;13;1;3;3;11400
31;165;7;1;5;3;9200
7;165;7;1;2;4;29000
2;2;2;1;3;3;9500
5;15;2;1;8;4;5500
27;193;5;1;4;3;2900
31;153;2;1;2;4;12500
27;165;1;1;3;4;4500
7;128;1;1;4;3;9100
7;143;22;1;1;2;7500
5;15;2;1;5;3;5100
2;2;4;1;5;2;10250
6;8;2;1;13;3;7300
27;135;2;1;1;4;8600
29;187;3;1;1;3;4500
5;165;2;1;2;2;2900
6;177;1;1;2;3;12300
27;193;5;1;3;3;5300
31;153;4;1;4;3;5600
5;191;7;1;2;4;14000
2;16;2;1;3;3;14400
31;155;4;1;3;2;7400
31;153;2;1;2;4;10200
7;12;2;1;5;3;3700
6;165;6;1;3;4;18300
27;126;2;1;3;4;4000
27;186;5;1;12;3;3900
18;69;6;2;10;3;6500
8;182;2;1;3;3;12100
6;32;2;1;3;2;8000
18;69;6;1;8;2;4400
7;138;7;1;1;2;6800
2;2;4;1;8;3;13000
29;187;2;1;5;3;3550
7;191;22;2;2;2;6900
2;16;2;2;3;2;8900
9;37;1;1;5;3;17500
2;2;2;1;2;4;10500
31;153;2;1;3;3;6400
31;155;2;1;2;3;6100
32;164;1;1;1;4;16300
2;40;1;1;2;3;17500
29;151;11;1;8;3;5400
2;123;2;1;2;4;10900
2;16;2;1;3;4;14500
27;165;26;1;5;4;10000
27;186;5;1;3;3;2500
2;2;2;1;5;4;12000
5;38;21;1;3;1;8900
31;153;2;1;10;3;8600
27;135;2;1;3;1;5800
5;38;25;1;8;2;3400
5;27;2;1;11;3;6300
27;193;5;1;1;4;6100
7;127;1;1;4;3;5900
2;40;1;1;3;3;15750
7;132;7;1;1;4;16500
29;165;5;1;1;2;2900
27;193;5;1;5;1;2800
2;16;2;1;5;4;11250
2;16;2;1;2;2;5800
5;15;2;1;1;2;3000
8;182;2;1;4;3;10700
7;12;2;1;1;2;3700
27;135;2;1;3;4;9700
5;149;7;1;3;3;13500
27;141;11;1;1;4;6300
27;165;1;1;8;2;8500
7;143;7;1;1;3;16300
31;158;11;1;1;5;15000
27;126;2;1;1;3;3800
32;181;7;1;1;4;24250
9;122;2;1;5;3;8600
27;165;26;1;3;2;7000
27;165;25;2;2;3;7100
5;149;7;1;8;4;10500
5;15;2;1;1;3;2000
7;148;1;1;2;3;14100
31;155;4;1;2;3;6300
2;180;3;1;2;4;9900
29;165;5;1;1;4;3700
2;16;2;1;1;4;19250
32;192;1;1;5;4;10900
2;40;1;1;2;4;16800
31;158;11;1;2;2;9600
18;69;6;1;2;4;8100
5;185;1;1;2;4;14600
32;192;1;1;5;3;11200
9;122;2;1;2;4;11250
31;153;2;2;2;2;8000
22;186;11;1;5;3;6000
31;155;2;1;5;1;1300
32;165;1;1;3;3;13400
32;192;1;1;1;4;10250
7;143;22;1;1;3;8500
6;165;2;1;5;3;17500
27;135;2;1;5;2;6000
2;40;1;1;3;4;19750
31;153;2;1;5;3;8300
7;129;4;1;3;3;4000
27;126;2;1;2;2;3500
2;2;4;2;2;3;12900
5;137;1;1;8;3;3100
27;135;2;1;5;4;9700
5;21;1;1;1;4;15500
22;165;6;2;2;3;4800
5;185;1;1;1;2;16000
7;132;7;1;5;4;30250
31;153;4;1;5;2;6600
2;2;2;1;3;3;10300
27;165;26;1;1;2;10250
2;179;1;1;8;4;10500
7;143;22;1;3;2;10600
27;135;2;1;5;3;7300
31;153;2;1;5;4;11200
29;151;11;1;8;3;7100
31;153;2;1;3;2;8100
29;165;5;1;1;2;2450
22;95;2;1;2;1;5000
5;185;1;1;8;2;15000
5;149;7;1;1;2;11800
7;129;2;2;3;3;3800
7;143;22;1;1;2;8800
7;12;2;1;1;2;4000
31;156;6;1;8;2;5000
7;143;19;1;1;3;11100
12;34;1;1;1;4;13200
27;135;2;1;11;3;4250
22;95;2;2;13;1;3300
29;187;2;1;2;3;4600
7;12;2;1;8;2;3800
3;165;6;1;4;3;9000
4;115;1;1;3;2;12200
23;108;6;1;2;3;8300
2;2;4;1;3;2;8200
36;165;1;1;8;4;7100
2;16;2;1;2;4;6500
2;14;3;1;2;2;14250
6;8;2;1;1;3;4400
36;165;2;1;4;3;5300
9;165;2;1;1;4;13300
19;85;1;1;1;3;20000
23;103;14;1;10;5;28000
14;55;1;1;5;4;18100
36;165;2;1;1;3;4500
15;56;2;1;3;3;22500
23;93;2;1;2;2;6800
36;165;2;1;3;2;3800
4;165;4;1;5;4;15000
15;68;2;1;3;4;11000
15;171;3;1;5;4;25250
1;172;11;1;11;3;3600
23;120;1;1;10;2;12200
4;29;2;1;1;2;3400
2;2;2;1;6;2;6200
36;165;1;1;5;2;4200
16;165;14;1;3;3;10750
17;165;6;2;2;2;9900
36;165;3;2;4;3;6600
9;37;1;1;5;3;14500
14;73;1;1;1;2;1800
2;2;2;1;3;2;7800
1;192;2;1;8;3;3900
6;8;2;1;4;3;7100
25;174;5;1;3;3;7000
10;167;2;1;3;3;13500
2;16;2;1;3;3;7900
4;29;6;1;1;2;4000
4;117;1;1;6;4;8700
36;165;2;1;3;2;6400
36;165;2;1;2;2;6500
10;67;2;1;3;2;12250
14;173;1;1;1;3;4300
15;56;2;1;2;5;25000
10;165;1;1;11;4;26750
19;165;1;1;8;4;7500
15;59;2;1;2;4;15300
1;172;11;1;4;2;2500
10;165;1;1;2;2;12800
4;107;2;1;5;3;8250
2;2;2;1;8;3;14500
2;14;4;1;3;3;13000
23;93;2;1;2;3;8200
10;167;2;1;3;2;10700
3;177;1;1;3;3;10750
25;174;5;1;10;4;10900
36;165;2;1;1;4;6000
23;93;2;1;2;3;8300
23;103;15;1;8;3;22500
6;32;2;1;5;3;12500
15;68;2;1;5;4;10100
36;165;1;1;8;4;8000
14;81;1;1;10;2;7500
23;97;1;1;1;3;18800
10;78;2;1;1;4;21000
22;95;2;1;4;2;5600
19;170;1;1;1;4;26000
31;165;7;1;3;2;14500
15;83;1;1;1;4;24000
19;85;1;1;2;2;13800
4;115;1;1;1;3;11200
10;165;1;1;5;3;17750
22;95;2;1;1;3;4600
4;107;2;1;3;2;5400
14;73;1;1;3;4;4000
10;173;2;1;1;3;16200
4;165;7;1;1;2;11250
17;70;6;1;1;4;6600
36;165;4;1;5;4;4000
7;154;4;1;4;5;18000
7;154;3;1;4;5;13700
7;12;2;1;4;4;15600
7;154;3;1;1;2;8500
7;129;2;1;4;3;11600
7;12;2;1;5;2;11600
7;154;3;1;4;3;12700
7;154;3;1;2;4;12900
7;129;2;1;5;5;11700
7;154;3;1;4;4;12800
7;154;4;1;3;1;10300
7;143;19;1;1;5;25500
7;138;1;1;8;4;28000
7;127;1;1;2;5;16700
7;154;3;1;2;1;11300
7;138;1;1;1;5;29750
27;134;1;1;13;3;14500
7;143;19;1;2;3;23250
7;138;1;1;3;4;26300
7;133;2;1;4;5;10800
7;133;6;1;3;4;9800
7;154;3;1;4;1;8000
7;129;2;1;2;3;11800
28;165;5;1;4;4;12000
7;146;13;1;1;3;19000
7;12;2;1;2;3;14200
7;148;1;1;3;5;31750
7;154;3;1;4;4;15000
7;154;3;1;8;5;13900
27;134;1;1;5;3;15200
28;165;5;1;2;4;12500
7;154;4;1;5;3;17700
7;133;6;1;5;4;10700
7;12;2;1;5;3;13500
7;154;3;1;3;2;12100
7;129;2;1;12;5;12000
7;129;2;1;2;4;13500
7;129;2;1;2;1;5700
27;134;1;1;13;3;14700
7;154;3;1;4;4;17600
7;127;1;1;1;4;18600
7;144;20;1;1;5;19800
7;133;6;1;4;5;10400
7;133;6;1;2;5;9800
28;165;5;1;3;4;13000
7;138;1;1;3;3;25250
7;154;3;1;2;4;18200
7;154;4;2;8;2;12400
7;154;4;1;2;2;6700
7;12;2;1;1;4;16800
7;12;2;1;4;4;14700
7;12;2;1;1;4;19500
7;143;22;1;1;3;28500
7;138;1;1;5;5;28800
7;154;4;1;1;5;18700
7;129;2;1;2;1;5500
7;129;6;1;2;4;12900
28;165;5;1;1;4;12000
7;148;1;1;3;4;31300
7;154;3;1;5;4;17200
7;129;6;1;2;4;13600
7;154;3;1;3;2;12200
7;154;3;1;2;4;19000
7;132;7;1;1;1;28100
7;127;1;1;8;1;8500
28;165;5;1;7;4;12600
7;148;1;1;3;5;32200
7;127;1;1;1;1;8000
7;154;3;1;1;4;14000
7;138;1;1;2;4;27800
7;144;20;1;1;2;18000
7;148;1;1;2;5;26000
7;127;1;1;5;1;13700
7;143;19;1;1;4;29000
7;146;13;1;1;4;20400
7;133;6;2;3;5;17900
7;154;3;1;3;1;12300
7;129;2;1;3;3;11700
7;127;1;1;3;4;15700
7;138;1;1;2;5;28900
7;127;1;1;2;4;12500
7;12;2;1;3;2;9600
7;143;19;1;4;3;23500
7;129;6;1;1;4;12300
7;144;20;1;1;2;17500
7;129;2;1;1;4;11600
7;154;3;1;3;3;11100
7;129;2;1;4;1;9000
7;129;6;1;1;5;13300
7;154;4;1;10;4;16500
7;129;6;1;4;2;8300
7;138;1;1;5;5;28900
